,Unnamed: 0,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Approx Gpu,Model_x,Benchmark_x,Model_y,Benchmark_y,Cpu percentile,Gpu percentile,Weight percentile,Ram percentile,Size percentile,Pixels,Pixel percentile,Price percentile,performance,portability,battery_qual,screen_qual
178,1068,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Core i7 7500U,16.0,1TB SSD,Intel HD Graphics 620,Windows 10,1.2,2254.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.04691943127962086,0.8919431279620853,0.10236966824644549,3200,0.9895734597156398,0.9165876777251185,0.46246445497630334,0.06355450236966824,0.4735545023696683,0.8121327014218009
179,1098,HP,Spectre x360,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Core i7 7500U,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.3,2049.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.11895734597156399,0.8919431279620853,0.10236966824644549,4,0.018957345971563982,0.8886255924170616,0.46246445497630334,0.11398104265402843,0.4707582938388626,0.03563981042654028
180,1148,HP,250 G6,Ultrabook,15.6,Full HD 1920x1080,Core i7 7500U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,752.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.3341232227488152,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.25971563981042656,0.4246919431279621,0.413175355450237,0.5069194312796208,0.5881516587677726
181,1187,MSI,PL60 7RD,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 7500U,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,839.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3270142180094787,0.4246919431279621,0.612559241706161,0.5136492890995261,0.5881516587677726
182,1200,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Core i7 7500U,8.0,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98,895.01,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.418957345971564,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3696682464454976,0.4246919431279621,0.47255924170616115,0.517914691943128,0.5881516587677726
183,1204,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Core i7 7500U,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,2.09,1179.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.5018957345971564,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.5658767772511848,0.46246445497630334,0.5306161137440758,0.5375355450236967,0.5881516587677726
184,1257,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i7 7500U,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.4,1499.0,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.16824644549763032,0.8919431279620853,0.10236966824644549,1920,0.5857819905213271,0.7274881516587678,0.46246445497630334,0.14848341232227485,0.4546445497630332,0.4890995260663508
185,1285,Dell,Inspiron 3567,Notebook,15.6,1366x768,Core i7 7500U,8.0,1TB HDD,AMD Radeon R5 M430,Linux,2.3,805.99,UHD Graphics 605,Core i7 7500U,58.9,UHD Graphics 605,2.16,0.5516587677725119,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1366,0.12132701421800947,0.3014218009478673,0.4246919431279621,0.6706161137440758,0.5110900473933649,0.2165876777251185
186,210,Dell,Inspiron 3567,Notebook,15.6,Touchscreen 1366x768,Core i3 7100U,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,439.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.7018957345971565,0.23507109004739338,0.5976303317535545,1366,0.12132701421800947,0.029383886255924172,0.21431279620853083,0.6706161137440758,0.5933649289099526,0.2165876777251185
187,392,Lenovo,Ideapad 510S-13IKB,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i3 7100U,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.5,549.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.21990521327014217,0.11137440758293839,0.10236966824644549,1920,0.5857819905213271,0.1042654028436019,0.20194312796208533,0.18464454976303316,0.5018009478672987,0.4890995260663508
188,430,Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,Notebook,15.6,Full HD 1920x1080,Core i3 7100U,8.0,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,597.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.13696682464454976,0.2422274881516588,0.6706161137440758,0.6041232227488152,0.5881516587677726
189,488,Dell,Vostro 3568,Notebook,15.6,1366x768,Core i3 7100U,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,586.6,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.5606635071090047,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947,0.12985781990521328,0.20194312796208533,0.5717535545023696,0.6034123222748816,0.2165876777251185
190,552,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Core i3 7100U,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.1,705.5,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.5218009478672986,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271,0.22274881516587677,0.20194312796208533,0.5445497630331754,0.6127014218009479,0.5881516587677726
191,608,HP,ProBook 450,Notebook,15.6,1366x768,Core i3 7100U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.1,668.48,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.5218009478672986,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947,0.1933649289099526,0.20194312796208533,0.5445497630331754,0.6097630331753555,0.2165876777251185
192,735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Core i3 7100U,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,1.71,649.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.3009478672985782,0.11137440758293839,0.10236966824644549,1920,0.5857819905213271,0.17819905213270143,0.20194312796208533,0.24137440758293838,0.5091943127962085,0.4890995260663508
193,786,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Core i3 7100U,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,636.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.32085308056872036,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271,0.16587677725118483,0.20194312796208533,0.3016587677725118,0.5388625592417062,0.5200000000000001
194,846,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Core i3 7100U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.0,669.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.43981042654028435,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947,0.19478672985781992,0.20194312796208533,0.48715639810426536,0.6099052132701422,0.2165876777251185
195,1023,HP,Probook 440,Notebook,14.0,1366x768,Core i3 7100U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.64,684.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.2739336492890995,0.11137440758293839,0.25687203791469193,1366,0.12132701421800947,0.2009478672985782,0.20194312796208533,0.26881516587677723,0.5423696682464456,0.14843601895734598
196,1028,HP,Probook 430,Notebook,13.3,1366x768,Core i3 7100U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.49,800.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.20900473933649288,0.11137440758293839,0.10236966824644549,1366,0.12132701421800947,0.2981042654028436,0.20194312796208533,0.17701421800947867,0.5211848341232228,0.11753554502369667
197,1280,Dell,Inspiron 3567,Notebook,15.6,1366x768,Core i3 7100U,6.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,459.0,UHD Graphics 605,Core i3 7100U,53.3,UHD Graphics 605,2.16,0.18672985781990523,0.24360189573459717,0.7018957345971565,0.23507109004739338,0.5976303317535545,1366,0.12132701421800947,0.04454976303317536,0.21431279620853083,0.6706161137440758,0.5948815165876777,0.2165876777251185
198,75,MSI,GL72M 7RDX,Gaming,17.3,Full HD 1920x1080,Core i5 7300HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,1095.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.8734597156398104,0.514218009478673,0.928909952606635,1920,0.5857819905213271,0.504739336492891,0.5607109004739337,0.8900947867298578,0.5160663507109005,0.6544075829383887
199,244,Acer,Nitro AN515-51,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i5 7300HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,846.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.8052132701421801,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3322274881516588,0.5607109004739337,0.7429383886255924,0.4325592417061611,0.5881516587677726
200,287,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i5 7300HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,829.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.8052132701421801,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3180094786729858,0.5607109004739337,0.7429383886255924,0.4311374407582938,0.5881516587677726
201,373,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i5 7300HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS,2.4,809.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.7663507109004739,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3042654028436019,0.5607109004739337,0.715734597156398,0.4297630331753554,0.5881516587677726
202,455,MSI,GV62 7RD-1686NL,Gaming,15.6,Full HD 1920x1080,Core i5 7300HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,1027.74,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.46729857819905213,0.5607109004739337,0.612559241706161,0.4460663507109004,0.5881516587677726
203,643,Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,Core i5 7300HQ,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99,906.62,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.4218009478672986,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3848341232227488,0.5607109004739337,0.4745497630331753,0.4378199052132701,0.5881516587677726
204,687,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Core i5 7300HQ,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1299.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.8052132701421801,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.6369668246445497,0.5984834123222749,0.7429383886255924,0.4630331753554502,0.5881516587677726
205,795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Core i5 7300HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1089.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.4990521327014218,0.5607109004739337,0.612559241706161,0.4492417061611374,0.5881516587677726
206,832,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Core i5 7300HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,1199.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.7663507109004739,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.590521327014218,0.5607109004739337,0.715734597156398,0.458388625592417,0.5881516587677726
207,933,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Core i5 7300HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1119.91,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.5317535545023696,0.5607109004739337,0.612559241706161,0.45251184834123215,0.5881516587677726
208,1208,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i5 7300HQ,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,819.0,UHD Graphics 605,Core i5 7300HQ,68.1,UHD Graphics 605,2.16,0.823696682464455,0.24360189573459717,0.7663507109004739,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.3127962085308057,0.5607109004739337,0.715734597156398,0.43061611374407577,0.5881516587677726
209,63,Lenovo,IdeaPad 520S-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Core i3 7130U,8.0,256GB SSD,Intel HD Graphics 620,No OS,1.7,599.0,UHD Graphics 605,Core i3 7130U,55.7,UHD Graphics 605,2.16,0.2791469194312796,0.24360189573459717,0.2909952606635071,0.514218009478673,0.25687203791469193,1920,0.5857819905213271,0.14407582938388624,0.288436018957346,0.2807582938388625,0.508957345971564,0.5200000000000001
210,80,Acer,Aspire A515-51G-32MX,Notebook,15.6,Full HD 1920x1080,Core i3 7130U,4.0,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,530.0,UHD Graphics 605,Core i3 7130U,55.7,UHD Graphics 605,2.16,0.2791469194312796,0.24360189573459717,0.6189573459715639,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271,0.0919431279620853,0.24815165876777254,0.612559241706161,0.5718957345971564,0.5881516587677726
211,143,Acer,Aspire 5,Notebook,17.3,IPS Panel Full HD 1920x1080,Core i3 7130U,4.0,1TB HDD,Nvidia GeForce MX130,Windows 10,3.0,655.0,UHD Graphics 605,Core i3 7130U,55.7,UHD Graphics 605,2.16,0.2791469194312796,0.24360189573459717,0.928909952606635,0.11137440758293839,0.928909952606635,1920,0.5857819905213271,0.18246445497630334,0.24815165876777254,0.928909952606635,0.6472037914691943,0.6544075829383887
212,439,Lenovo,IdeaPad 320s-14IKB,Notebook,14.0,IPS Panel Full HD 1920x1080,Core i3 7130U,4.0,128GB SSD,Intel HD Graphics 620,Windows 10,1.7,599.0,UHD Graphics 605,Core i3 7130U,55.7,UHD Graphics 605,2.16,0.2791469194312796,0.24360189573459717,0.2909952606635071,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271,0.14407582938388624,0.24815165876777254,0.2807582938388625,0.508957345971564,0.5200000000000001
213,67,Asus,ZenBook Pro,Ultrabook,15.6,Full HD 1920x1080,Core i7 7700HQ,16.0,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,1.8,1983.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.32085308056872036,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.8786729857819906,0.6413744075829384,0.4038862559241706,0.46146919431279626,0.5881516587677726
214,77,Asus,FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,8.0,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,949.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.4113744075829384,0.6036018957345972,0.612559241706161,0.414739336492891,0.5881516587677726
215,111,MSI,GP62M 7REX,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1299.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.6189573459715639,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.6369668246445497,0.6413744075829384,0.612559241706161,0.43729857819905216,0.5881516587677726
216,153,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56,1249.26,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8251184834123222,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.6104265402843602,0.6413744075829384,0.7568720379146918,0.4346445497630332,0.5881516587677726
217,167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 7700HQ,16.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1079.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8052132701421801,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.4933649289099526,0.6413744075829384,0.7429383886255924,0.4229383886255924,0.5881516587677726
218,190,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Core i7 7700HQ,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2397.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.4895734597156398,0.8919431279620853,0.5976303317535545,4,0.018957345971563982,0.9355450236966825,0.6413744075829384,0.5219905213270142,0.46715639810426546,0.1346919431279621
219,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 7700HQ,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1749.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9398104265402845,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.8009478672985781,0.6413744075829384,0.8371563981042653,0.453696682464455,0.5881516587677726
220,298,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Core i7 7700HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1829.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.8312796208530806,0.6036018957345972,0.48715639810426536,0.45672985781990527,0.5881516587677726
221,301,Acer,Aspire A715-71G,Notebook,15.6,Full HD 1920x1080,Core i7 7700HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8052132701421801,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.4322274881516588,0.6036018957345972,0.7429383886255924,0.4168246445497631,0.5881516587677726
222,335,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Core i7 7700HQ,32.0,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2639.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.4895734597156398,0.9919431279620854,0.5976303317535545,4,0.018957345971563982,0.9630331753554502,0.6513744075829384,0.5219905213270142,0.46990521327014223,0.1346919431279621
223,356,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Core i7 7700HQ,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,2027.42,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.4895734597156398,0.8919431279620853,0.5976303317535545,4,0.018957345971563982,0.8834123222748815,0.6413744075829384,0.5219905213270142,0.46194312796208536,0.1346919431279621
224,359,HP,Zbook 15,Workstation,15.6,Full HD 1920x1080,Core i7 7700HQ,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.6,1738.27,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8364928909952607,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.7952606635071091,0.6036018957345972,0.7648341232227488,0.4531279620853081,0.5881516587677726
225,400,MSI,Leopard GP72M,Gaming,17.3,Full HD 1920x1080,Core i7 7700HQ,8.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1349.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8734597156398104,0.514218009478673,0.928909952606635,1920,0.5857819905213271,0.6597156398104265,0.6036018957345972,0.8900947867298578,0.505829383886256,0.6544075829383887
226,427,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Core i7 7700HQ,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1899.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.43981042654028435,0.8919431279620853,0.5976303317535545,4,0.018957345971563982,0.8549763033175356,0.6413744075829384,0.48715639810426536,0.45909952606635074,0.1346919431279621
227,435,HP,Omen 17-w207nv,Gaming,17.3,Full HD 1920x1080,Core i7 7700HQ,12.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,1999.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9502369668246446,0.7914691943127963,0.928909952606635,1920,0.5857819905213271,0.8800947867298577,0.6313270142180095,0.9438388625592418,0.5278672985781991,0.6544075829383887
228,451,HP,Omen 15-AX205na,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 7700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.5146919431279621,0.6036018957345972,0.612559241706161,0.4250710900473934,0.5881516587677726
229,475,HP,Omen 17-an006nv,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 7700HQ,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.78,1699.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9639810426540285,0.7914691943127963,0.928909952606635,1920,0.5857819905213271,0.7881516587677726,0.6313270142180095,0.9534597156398105,0.5186729857819906,0.6544075829383887
230,527,Lenovo,Legion Y720-15IKB,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 7700HQ,8.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,1399.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9398104265402845,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.6829383886255924,0.6036018957345972,0.8371563981042653,0.4418957345971564,0.5881516587677726
231,545,HP,Omen 15-ce006nv,Gaming,17.3,Full HD 1920x1080,Core i7 7700HQ,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8469194312796209,0.7914691943127963,0.928909952606635,1920,0.5857819905213271,0.8208530805687204,0.6313270142180095,0.8715165876777251,0.5219431279620854,0.6544075829383887
232,559,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 7700HQ,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2699.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9895734597156398,0.8919431279620853,0.928909952606635,1920,0.5857819905213271,0.966824644549763,0.6413744075829384,0.9713744075829384,0.5365402843601896,0.6544075829383887
233,615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 7700HQ,8.0,256GB SSD,Intel HD Graphics 630,Windows 10,2.0,1299.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.6369668246445497,0.6036018957345972,0.48715639810426536,0.43729857819905216,0.5881516587677726
234,625,MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.94,2267.86,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.9199052132701422,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.9175355450236967,0.6413744075829384,0.8232227488151658,0.46535545023696684,0.5881516587677726
235,639,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1479.0,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.8469194312796209,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271,0.7109004739336493,0.6413744075829384,0.7721327014218009,0.4446919431279621,0.5881516587677726
236,661,MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Core i7 7700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1191.8,UHD Graphics 605,Core i7 7700HQ,69.2,UHD Graphics 605,2.16,0.909478672985782,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271,0.5777251184834123,0.6036018957345972,0.612559241706161,0.43137440758293844,0.5881516587677726
