,Unnamed: 0,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Approx Gpu,Model_x,Benchmark_x,Model_y,Benchmark_y,Cpu percentile,Gpu percentile,Weight percentile,Ram percentile,Size percentile,Pixels,Pixel percentile
299,1288,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 6500U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,638.0,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.32085308056872036,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271
300,1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Core i7 6500U,16.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,1499.0,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.11895734597156399,0.8919431279620853,0.10236966824644549,3200,0.9895734597156398
301,1291,HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,15.6,1366x768,Core i7 6500U,6.0,1TB HDD,AMD Radeon R5 M330,Windows 10,2.19,764.0,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.5729857819905213,0.23507109004739338,0.5976303317535545,1366,0.12132701421800947
302,1301,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Core i7 6500U,4.0,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,720.32,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.6189573459715639,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
303,1302,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 6500U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,638.0,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.32085308056872036,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271
304,1315,Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,1366x768,Core i7 6500U,4.0,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,720.32,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.6189573459715639,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
305,1316,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 6500U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,638.0,UHD Graphics 605,Core i7 6500U,55.6,UHD Graphics 605,2.16,0.25118483412322273,0.24360189573459717,0.32085308056872036,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271
306,476,Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Core i7 6600U,12.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,1858.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.16824644549763032,0.7914691943127963,0.25687203791469193,2560,0.9682464454976304
307,594,Lenovo,Thinkpad T460s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Core i7 6600U,12.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.4,1673.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.16824644549763032,0.7914691943127963,0.25687203791469193,1920,0.5857819905213271
308,791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Core i7 6600U,16.0,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,1764.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.1938388625592417,0.8919431279620853,0.25687203791469193,1920,0.5857819905213271
309,1051,Toshiba,Tecra Z40-C-136,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Core i7 6600U,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,1725.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.1938388625592417,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
310,1146,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 6600U,8.0,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8,2050.38,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.32085308056872036,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
311,1162,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Core i7 6600U,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,1799.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.2,0.514218009478673,0.10236966824644549,2560,0.9682464454976304
312,1177,HP,Spectre Pro,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Core i7 6600U,8.0,512GB SSD,Intel HD Graphics 520,Windows 10,1.48,2041.0,UHD Graphics 605,Core i7 6600U,54.7,UHD Graphics 605,2.16,0.21753554502369668,0.24360189573459717,0.2,0.514218009478673,0.10236966824644549,2560,0.9682464454976304
313,434,Dell,Latitude 5480,Ultrabook,14.0,Full HD 1920x1080,Core i7 7600U,8.0,256GB SSD,Intel HD Graphics 620,Linux,1.6,1099.0,UHD Graphics 605,Core i7 7600U,58.6,UHD Graphics 605,2.16,0.4815165876777251,0.24360189573459717,0.24834123222748816,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
314,590,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Core i7 7600U,16.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93,1537.39,UHD Graphics 605,Core i7 7600U,58.6,UHD Graphics 605,2.16,0.4815165876777251,0.24360189573459717,0.395260663507109,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271
315,529,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Core i5 7300U,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.64,1279.73,UHD Graphics 605,Core i5 7300U,56.9,UHD Graphics 605,2.16,0.2895734597156398,0.24360189573459717,0.2739336492890995,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
316,722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Core i5 7300U,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,1426.66,UHD Graphics 605,Core i5 7300U,56.9,UHD Graphics 605,2.16,0.2895734597156398,0.24360189573459717,0.395260663507109,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271
317,911,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Core i5 7300U,8.0,500GB HDD,Intel HD Graphics 620,Windows 10,1.9,935.0,UHD Graphics 605,Core i5 7300U,56.9,UHD Graphics 605,2.16,0.2895734597156398,0.24360189573459717,0.3744075829383886,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
318,394,Dell,Precision 5520,Workstation,15.6,IPS Panel Full HD 1920x1080,Core i7 6820HQ,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.0,2135.0,UHD Graphics 605,Core i7 6820HQ,66.8,UHD Graphics 605,2.16,0.804739336492891,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
319,785,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Core i7 6820HQ,16.0,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,UHD Graphics 605,Core i7 6820HQ,66.8,UHD Graphics 605,2.16,0.804739336492891,0.24360189573459717,0.8052132701421801,0.8919431279620853,0.5976303317535545,4,0.018957345971563982
320,964,HP,ZBook Studio,Workstation,15.6,IPS Panel Full HD 1920x1080,Core i7 6820HQ,8.0,8GB SSD,Nvidia Quadro M1000M,Windows 10,2.0,2249.0,UHD Graphics 605,Core i7 6820HQ,66.8,UHD Graphics 605,2.16,0.804739336492891,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
321,444,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Core i7 7Y75,16.0,512GB SSD,Intel HD Graphics 615,Chrome OS,1.1,2199.0,UHD Graphics 605,Core i7 7Y75,43.8,UHD Graphics 605,2.16,0.002843601895734597,0.24360189573459717,0.01848341232227488,0.8919431279620853,0.000947867298578199,2400,0.957345971563981
322,481,Asus,ZenBook Pro,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Core i7 6700HQ,12.0,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10,2.06,1299.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.4895734597156398,0.7914691943127963,0.5976303317535545,4,0.018957345971563982
323,618,Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Core i7 6700HQ,16.0,1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,879.01,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.828909952606635,0.8919431279620853,0.5976303317535545,1920,0.5857819905213271
324,849,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Core i7 6700HQ,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,1799.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.8824644549763033,0.8919431279620853,0.928909952606635,1920,0.5857819905213271
325,1062,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 6700HQ,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.6,2289.99,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.9976303317535544,0.8919431279620853,0.928909952606635,1920,0.5857819905213271
326,1112,MSI,GS70 Stealth,Gaming,17.3,Full HD 1920x1080,Core i7 6700HQ,8.0,256GB SSD,Nvidia GeForce GTX 965M,Windows 10,2.6,1599.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.8364928909952607,0.514218009478673,0.928909952606635,1920,0.5857819905213271
327,1114,Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 6700HQ,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,2299.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.976777251184834,0.8919431279620853,0.928909952606635,1920,0.5857819905213271
328,1118,HP,ZBook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Core i7 6700HQ,8.0,1TB HDD,AMD FirePro W6150M,Windows 7,3.0,2899.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.928909952606635,0.514218009478673,0.928909952606635,1920,0.5857819905213271
329,1134,Asus,Rog GL752VW-T4308T,Gaming,17.3,Full HD 1920x1080,Core i7 6700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52,1312.49,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.957345971563981,0.514218009478673,0.928909952606635,1920,0.5857819905213271
330,1161,HP,ZBook 15,Workstation,15.6,IPS Panel Full HD 1920x1080,Core i7 6700HQ,8.0,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,2229.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.828909952606635,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
331,1163,HP,ZBook Studio,Workstation,15.6,Full HD 1920x1080,Core i7 6700HQ,8.0,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0,1899.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.43981042654028435,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
332,1179,MSI,GS40 Phantom,Gaming,14.0,Full HD 1920x1080,Core i7 6700HQ,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7,1769.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.2909952606635071,0.8919431279620853,0.25687203791469193,1920,0.5857819905213271
333,1202,HP,Pavilion 15-BC000nv,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i7 6700HQ,6.0,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.18,799.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.5606635071090047,0.23507109004739338,0.5976303317535545,1920,0.5857819905213271
334,1222,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Core i7 6700HQ,8.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,1169.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
335,1236,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Core i7 6700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1272.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.8364928909952607,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
336,1239,MSI,GP62MVR 6RF,Gaming,15.6,Full HD 1920x1080,Core i7 6700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,1476.11,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
337,1256,MSI,GL62 6QF,Gaming,15.6,Full HD 1920x1080,Core i7 6700HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.3,1169.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
338,1274,Asus,Rog G752VT-GC073T,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 6700HQ,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.0,1900.0,UHD Graphics 605,Core i7 6700HQ,65.9,UHD Graphics 605,2.16,0.7810426540284361,0.24360189573459717,0.9682464454976304,0.8919431279620853,0.928909952606635,1920,0.5857819905213271
339,602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Core i3 6100U,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.29,459.0,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.6819905213270142,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
340,1069,HP,ProBook 650,Notebook,15.6,1366x768,Core i3 6100U,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.31,705.15,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.7246445497630332,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
341,1085,Dell,Latitude 3570,Notebook,15.6,1366x768,Core i3 6100U,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.06,481.98,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.4895734597156398,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
342,1115,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Core i3 6100U,4.0,500GB HDD,Intel HD Graphics 520,Windows 7,1.5,1135.15,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.21990521327014217,0.11137440758293839,0.017061611374407582,1366,0.12132701421800947
343,1116,Dell,Latitude E5270,Ultrabook,12.5,1366x768,Core i3 6100U,4.0,128GB SSD,Intel HD Graphics 520,Windows 7,1.5,1166.97,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.21990521327014217,0.11137440758293839,0.017061611374407582,1366,0.12132701421800947
344,1270,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Full HD 1920x1080,Core i3 6100U,6.0,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,569.0,UHD Graphics 605,Core i3 6100U,51.7,UHD Graphics 605,2.16,0.08957345971563982,0.24360189573459717,0.7663507109004739,0.23507109004739338,0.5976303317535545,1920,0.5857819905213271
345,953,Dell,Alienware 17,Gaming,17.3,2560x1440,Core i7 6820HK,16.0,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.36,2758.0,UHD Graphics 605,Core i7 6820HK,69.7,UHD Graphics 605,2.16,0.9843601895734596,0.24360189573459717,0.9815165876777252,0.8919431279620853,0.928909952606635,2560,0.9682464454976304
346,1096,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,IPS Panel Full HD 1920x1080,Core i7 6820HK,32.0,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,3240.0,UHD Graphics 605,Core i7 6820HK,69.7,UHD Graphics 605,2.16,0.9843601895734596,0.24360189573459717,0.9976303317535544,0.9919431279620854,0.928909952606635,1920,0.5857819905213271
347,716,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Core i5 6300HQ,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1191.0,UHD Graphics 605,Core i5 6300HQ,64.1,UHD Graphics 605,2.16,0.7573459715639811,0.24360189573459717,0.32085308056872036,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
348,761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Core i5 6300HQ,4.0,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,579.0,UHD Graphics 605,Core i5 6300HQ,64.1,UHD Graphics 605,2.16,0.7573459715639811,0.24360189573459717,0.7876777251184833,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
349,920,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 6300HQ,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,789.0,UHD Graphics 605,Core i5 6300HQ,64.1,UHD Graphics 605,2.16,0.7573459715639811,0.24360189573459717,0.8364928909952607,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
350,1091,Lenovo,Ideapad 700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 6300HQ,4.0,1TB HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,977.0,UHD Graphics 605,Core i5 6300HQ,64.1,UHD Graphics 605,2.16,0.7573459715639811,0.24360189573459717,0.7018957345971565,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
351,1172,Dell,XPS 15,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Core i5 6300HQ,8.0,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04,2250.68,UHD Graphics 605,Core i5 6300HQ,64.1,UHD Graphics 605,2.16,0.7573459715639811,0.24360189573459717,0.47156398104265407,0.514218009478673,0.5976303317535545,4,0.018957345971563982
352,43,Asus,X542UQ-GO005 (i5-7200U/8GB/1TB/GeForce,Notebook,15.6,1366x768,Core i5 7200U,8.0,1TB HDD,Nvidia GeForce 940MX,Linux,2.3,522.99,Radeon Pro 5500M,Core i5 7200U,57.6,Radeon Pro 5500M,42.6,0.38578199052132706,0.9990521327014218,0.7018957345971565,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
353,108,HP,Pavilion 14-BK001nv,Notebook,14.0,IPS Panel Full HD 1920x1080,Core i5 7200U,6.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.58,659.0,Radeon Pro 5500M,Core i5 7200U,57.6,Radeon Pro 5500M,42.6,0.38578199052132706,0.9990521327014218,0.23886255924170616,0.23507109004739338,0.25687203791469193,1920,0.5857819905213271
354,142,HP,Envy 13-AD007nv,Notebook,13.3,IPS Panel Full HD 1920x1080,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,699.0,Radeon Pro 5500M,Core i5 7200U,57.6,Radeon Pro 5500M,42.6,0.38578199052132706,0.9990521327014218,0.12985781990521328,0.11137440758293839,0.10236966824644549,1920,0.5857819905213271
355,58,Asus,VivoBook Max,Notebook,15.6,1366x768,Core i5 7200U,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,586.19,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.43981042654028435,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
356,187,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Core i5 7200U,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.0,793.0,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.43981042654028435,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
357,268,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Core i5 7200U,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,657.0,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.5606635071090047,0.11137440758293839,0.5976303317535545,1920,0.5857819905213271
358,654,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,256GB SSD,Intel Graphics 620,Windows 10,1.8,919.0,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.32085308056872036,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
359,736,Dell,Inspiron 5567,Notebook,15.6,1366x768,Core i5 7200U,8.0,1TB HDD,AMD Radeon R7 M445,Linux,2.32,589.52,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.7308056872037915,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
360,853,Dell,Vostro 3568,Notebook,15.6,1366x768,Core i5 7200U,8.0,128GB SSD,Intel HD Graphics 620,Windows 10,2.18,713.99,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.5606635071090047,0.514218009478673,0.5976303317535545,1366,0.12132701421800947
361,871,Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Core i5 7200U,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,850.66,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.7018957345971565,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
362,881,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Core i5 7200U,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.38,1055.0,Radeon R5,Core i5 7200U,57.6,Radeon R5,1.88,0.38578199052132706,0.06729857819905213,0.7488151658767772,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
363,222,HP,Probook 440,Notebook,14.0,Full HD 1920x1080,Core i7 8550U,8.0,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.63,1031.0,Radeon R5,Core i7 8550U,61.5,Radeon R5,1.88,0.6497630331753554,0.06729857819905213,0.2663507109004739,0.514218009478673,0.25687203791469193,1920,0.5857819905213271
364,258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Core i7 8550U,8.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.37,1849.0,Radeon R5,Core i7 8550U,61.5,Radeon R5,1.88,0.6497630331753554,0.06729857819905213,0.15355450236966825,0.514218009478673,0.17772511848341233,1920,0.5857819905213271
365,273,HP,Probook 470,Notebook,17.3,Full HD 1920x1080,Core i7 8550U,8.0,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.5,1018.0,Radeon R5,Core i7 8550U,61.5,Radeon R5,1.88,0.6497630331753554,0.06729857819905213,0.8052132701421801,0.514218009478673,0.928909952606635,1920,0.5857819905213271
366,355,Dell,Inspiron 5570,Ultrabook,15.6,Full HD 1920x1080,Core i5 8250U,8.0,1TB HDD,AMD Radeon 530,Windows 10,1.9,663.0,Radeon R5,Core i5 8250U,62.9,Radeon R5,1.88,0.7199052132701422,0.06729857819905213,0.3744075829383886,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
367,423,Dell,Latitude 3380,Notebook,13.3,1366x768,Core i3 6006U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.65,689.0,Radeon R5,Core i3 6006U,49.0,Radeon R5,1.88,0.04644549763033176,0.06729857819905213,0.2791469194312796,0.11137440758293839,0.10236966824644549,1366,0.12132701421800947
368,473,Acer,Aspire 5,Notebook,15.6,1366x768,Core i3 6006U,4.0,500GB HDD,Nvidia GeForce GTX 940MX,Windows 10,2.2,469.0,Radeon R5,Core i3 6006U,49.0,Radeon R5,1.88,0.04644549763033176,0.06729857819905213,0.6189573459715639,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
369,530,HP,ProBook 440,Notebook,15.6,1366x768,Core i3 6006U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.63,689.0,Radeon R5,Core i3 6006U,49.0,Radeon R5,1.88,0.04644549763033176,0.06729857819905213,0.2663507109004739,0.11137440758293839,0.5976303317535545,1366,0.12132701421800947
370,548,Dell,Vostro 5468,Notebook,14.0,Full HD 1920x1080,Core i3 6006U,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,735.87,Radeon R5,Core i3 6006U,49.0,Radeon R5,1.88,0.04644549763033176,0.06729857819905213,0.24834123222748816,0.11137440758293839,0.25687203791469193,1920,0.5857819905213271
371,755,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Core i3 6006U,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,539.0,Radeon R5,Core i3 6006U,49.0,Radeon R5,1.88,0.04644549763033176,0.06729857819905213,0.3492890995260664,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
372,294,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Core i7 7500U,8.0,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,659.01,Radeon R5,Core i7 7500U,58.9,Radeon R5,1.88,0.5516587677725119,0.06729857819905213,0.6189573459715639,0.514218009478673,0.5976303317535545,1920,0.5857819905213271
